source_file,model,question_id,n_A,n_B,anchor_A,anchor_B,anchor_delta,anchor_token_count_A,anchor_token_count_B,anchor_parse_unambiguous,trimmed_mean_A,trimmed_mean_B,response_delta,direction_aligned,relative_response_shift
results_openrouter_claud1.csv,anthropic/claude-3-haiku,45,28,28,28.0,18.0,-10.0,1,1,True,25.0,20.0,-5.0,True,0.2222222222222222
results_openrouter_claud1.csv,anthropic/claude-3-haiku,46,28,28,234.03,227.2,-6.8300000000000125,1,1,True,233.3457142857143,232.99857142857144,-0.3471428571428703,True,0.0014887835780432554
results_openrouter_claud1.csv,anthropic/claude-3-haiku,47,28,28,0.7569,0.7528,-0.0040999999999999925,1,1,True,0.756,0.7539964285714286,-0.002003571428571438,True,0.002653743268077751
results_openrouter_claud1.csv,anthropic/claude-3-haiku,48,28,28,4457.0,7381.0,2924.0,1,1,True,5416.642857142857,5161.535714285715,-255.1071428571422,False,0.04823271627238001
results_openrouter_claud1.csv,anthropic/claude-3-haiku,49,28,28,12000.0,18000.0,6000.0,1,1,True,14357.142857142857,18000.0,3642.857142857143,True,0.22516556291390732
results_openrouter_claud1.csv,anthropic/claude-3-haiku,5,28,28,12.0,8.0,-4.0,2,1,False,12.357142857142858,8.321428571428571,-4.0357142857142865,True,0.3903281519861831
results_openrouter_claud1.csv,anthropic/claude-3-haiku,50,28,28,25754.0,32253.0,6499.0,2,2,False,27586.0,31100.535714285714,3514.5357142857138,True,0.11977315312650808
results_openrouter_claud1.csv,anthropic/claude-3-haiku,51,28,28,1111.0,712.0,-399.0,1,1,True,1139.2857142857142,786.9642857142857,-352.32142857142856,True,0.3658106980624826
results_openrouter_claud1.csv,anthropic/claude-3-haiku,52,28,28,510.0,472.0,-38.0,2,2,False,480.0,480.0,0.0,False,0.0
results_openrouter_claud1.csv,anthropic/claude-3-haiku,53,28,28,53.8,53.22,-0.5799999999999983,1,1,True,53.66678571428571,53.32928571428572,-0.3374999999999915,True,0.006308642840691588
results_openrouter_claud1.csv,anthropic/claude-3-haiku,54,28,28,112.3,271.3,159.0,3,3,False,123.79642857142858,225.21071428571432,101.41428571428574,True,0.5811587974048834
results_openrouter_claud1.csv,anthropic/claude-3-haiku,55,37,37,510.0,628.0,118.0,2,2,False,551.3513513513514,467.13513513513516,-84.2162162162162,False,0.1653752255599193
results_openrouter_claud1.csv,anthropic/claude-3-haiku,56,28,28,9.0,49.0,40.0,2,2,False,37.535714285714285,49.142857142857146,11.607142857142861,True,0.26782035434693047
results_openrouter_claud1.csv,anthropic/claude-3-haiku,57,28,28,202.26,204.91,2.6500000000000057,1,1,True,204.66321428571428,204.4085714285714,-0.25464285714286916,False,0.0012449788327407322
results_openrouter_claud1.csv,anthropic/claude-3-haiku,58,28,28,231.0,380.0,149.0,1,1,True,273.07142857142856,400.0,126.92857142857144,True,0.3771622625490821
results_openrouter_claud1.csv,anthropic/claude-3-haiku,59,28,28,42.22,44.1,1.8800000000000026,1,1,True,44.08678571428572,44.01892857142857,-0.06785714285715017,False,0.0015403573629083607
results_openrouter_claud1.csv,anthropic/claude-3-haiku,6,28,28,534700.0,384700.0,-150000.0,1,1,True,531128.5714285715,379342.85714285716,-151785.71428571432,True,0.3334222459322487
results_openrouter_claud1.csv,anthropic/claude-3-haiku,60,28,28,16.0,26.0,10.0,1,1,True,19.678571428571427,21.857142857142858,2.1785714285714306,True,0.10490111779879632
results_openrouter_claud1.csv,anthropic/claude-3-haiku,61,28,28,411.0,383.0,-28.0,2,2,False,309.42857142857144,360.0,50.571428571428555,False,0.15108834827144682
results_openrouter_claud1.csv,anthropic/claude-3-haiku,62,28,28,34.0,6.0,-28.0,2,2,False,34.0,11.392857142857142,-22.607142857142858,True,0.9960660896931551
results_openrouter_claud1.csv,anthropic/claude-3-haiku,7,28,28,82.0,74.0,-8.0,1,1,True,80.35714285714286,76.0,-4.357142857142861,True,0.055733211512106036
results_openrouter_claud1.csv,anthropic/claude-3-haiku,8,28,28,76.0,60.0,-16.0,1,1,True,76.0,60.0,-16.0,True,0.23529411764705882
results_openrouter_claud1.csv,anthropic/claude-3-haiku,9,28,28,5006710.0,5807215.0,800505.0,1,1,True,5333842.857142857,5869166.25,535323.3928571427,True,0.09556778678611073
results_openrouter_haiku35.csv,anthropic/claude-3.5-haiku,1,28,28,399.0,999.0,600.0,2,1,False,699.0,999.0,300.0,True,0.35335689045936397
results_openrouter_haiku35.csv,anthropic/claude-3.5-haiku,10,28,28,99.23,102.23,3.0,1,1,True,100.19035714285714,101.6675,1.4771428571428658,True,0.014635475458331796
results_openrouter_haiku35.csv,anthropic/claude-3.5-haiku,11,28,28,20.0,24.0,4.0,1,1,True,18.0,20.0,2.0,True,0.10526315789473684
results_openrouter_haiku35.csv,anthropic/claude-3.5-haiku,12,28,28,2228.0,3928.0,1700.0,1,1,True,2653.0,3503.0,850.0,True,0.2761533463287849
results_openrouter_haiku35.csv,anthropic/claude-3.5-haiku,13,28,28,60.31,57.81,-2.5,1,1,True,60.31,57.945,-2.365000000000002,True,0.03999830873958821
results_openrouter_haiku35.csv,anthropic/claude-3.5-haiku,14,28,28,163.48,169.68,6.200000000000017,1,1,True,164.99428571428572,169.60035714285715,4.6060714285714255,True,0.02753224850965719
results_openrouter_haiku35.csv,anthropic/claude-3.5-haiku,15,28,28,62.6615,62.0985,-0.5629999999999953,1,1,True,62.5,62.19642857142857,-0.3035714285714306,True,0.004868967492481774
results_openrouter_haiku35.csv,anthropic/claude-3.5-haiku,16,28,28,10.0,14.0,4.0,1,1,True,10.0,14.0,4.0,True,0.3333333333333333
results_openrouter_haiku35.csv,anthropic/claude-3.5-haiku,17,28,28,10.0,46.0,36.0,2,2,False,25.0,37.035714285714285,12.035714285714285,True,0.38802533103051234
results_openrouter_haiku35.csv,anthropic/claude-3.5-haiku,18,28,28,11.0,20.0,9.0,1,1,True,15.857142857142858,16.0,0.14285714285714235,True,0.00896860986547082
results_openrouter_haiku35.csv,anthropic/claude-3.5-haiku,19,28,28,4623075.0,5583663.0,960588.0,2,2,False,4951760.0,4958814.285714285,7054.285714285448,True,0.0014235876773465957
results_openrouter_haiku35.csv,anthropic/claude-3.5-haiku,2,28,28,188.23,186.14,-2.0900000000000034,1,1,True,188.0482142857143,187.52642857142857,-0.521785714285727,True,0.0027785992702611625
results_openrouter_haiku35.csv,anthropic/claude-3.5-haiku,20,28,28,50.0,68.0,18.0,1,1,True,60.0,64.71428571428571,4.714285714285708,True,0.07560137457044665
results_openrouter_haiku35.csv,anthropic/claude-3.5-haiku,21,28,28,152.0,101.0,-51.0,2,2,False,140.35714285714286,126.0,-14.357142857142861,True,0.10780370072405472
results_openrouter_haiku35.csv,anthropic/claude-3.5-haiku,22,28,28,334.0,373.0,39.0,3,3,False,310.5,371.60714285714283,61.10714285714283,True,0.17917168438138115
results_openrouter_haiku35.csv,anthropic/claude-3.5-haiku,23,28,28,30.0,20.0,-10.0,1,1,True,25.214285714285715,25.0,-0.2142857142857153,True,0.008534850640113839
results_openrouter_haiku35.csv,anthropic/claude-3.5-haiku,24,28,28,7.19,7.33,0.13999999999999968,1,1,True,7.2700000000000005,7.33,0.05999999999999961,True,0.008219178082191726
results_openrouter_haiku35.csv,anthropic/claude-3.5-haiku,25,28,28,3.0,45.0,42.0,2,2,False,47.0,46.892857142857146,-0.1071428571428541,False,0.002282236591859958
results_openrouter_haiku35.csv,anthropic/claude-3.5-haiku,26,28,28,270.0,151.0,-119.0,2,2,False,203.69892857142855,178.64249999999998,-25.05642857142857,True,0.13106834205777185
results_openrouter_haiku35.csv,anthropic/claude-3.5-haiku,27,28,28,28.0,21.0,-7.0,2,2,False,24.5,23.0,-1.5,True,0.06315789473684211
results_openrouter_haiku35.csv,anthropic/claude-3.5-haiku,28,28,28,1.3101,1.3271,0.016999999999999904,1,1,True,1.3215,1.3215,0.0,False,0.0
results_openrouter_haiku35.csv,anthropic/claude-3.5-haiku,29,28,28,20929.0,29287.0,8358.0,2,2,False,24774.071428571428,24844.0,69.92857142857247,True,0.0028186734959757304
results_openrouter_haiku35.csv,anthropic/claude-3.5-haiku,3,28,28,139.0,123.0,-16.0,2,2,False,82.07678571428572,98.92857142857143,16.85178571428571,False,0.1862020658425658
results_openrouter_haiku35.csv,anthropic/claude-3.5-haiku,30,28,28,81.0,56.0,-25.0,1,1,True,81.0,61.0,-20.0,True,0.28169014084507044
results_openrouter_haiku35.csv,anthropic/claude-3.5-haiku,31,28,28,326.0,343.55,17.55000000000001,1,1,True,334.69642857142856,338.10714285714283,3.4107142857142776,True,0.010138811476497575
results_openrouter_haiku35.csv,anthropic/claude-3.5-haiku,32,28,28,42991006.0,10973333.0,-32017673.0,3,3,False,35699927.571428575,28687354.07142857,-7012573.500000004,True,0.21782480393868123
results_openrouter_haiku35.csv,anthropic/claude-3.5-haiku,33,28,28,21.79,24.52,2.7300000000000004,1,1,True,22.0,24.035714285714285,2.0357142857142847,True,0.08844065166795961
results_openrouter_haiku35.csv,anthropic/claude-3.5-haiku,34,28,28,43.0,11.0,-32.0,2,2,False,38.285714285714285,38.0,-0.2857142857142847,True,0.007490636704119824
results_openrouter_haiku35.csv,anthropic/claude-3.5-haiku,35,28,28,4.0,73.0,69.0,2,2,False,25.571428571428573,69.46428571428571,43.89285714285714,True,0.9237128898910184
results_openrouter_haiku35.csv,anthropic/claude-3.5-haiku,36,28,28,107.0,0.0,-107.0,2,2,False,107.0,93.03571428571429,-13.964285714285708,True,0.1396179253704695
results_openrouter_haiku35.csv,anthropic/claude-3.5-haiku,37,28,28,32.0,7.0,-25.0,2,2,False,38.32142857142857,7.0,-31.32142857142857,True,1.3821907013396375
results_openrouter_haiku35.csv,anthropic/claude-3.5-haiku,38,28,28,12.0,27.0,15.0,1,1,True,18.0,18.0,0.0,False,0.0
results_openrouter_haiku35.csv,anthropic/claude-3.5-haiku,39,28,28,38.62,37.51,-1.1099999999999994,1,1,True,38.38,38.14,-0.240000000000002,True,0.006272869837950914
results_openrouter_haiku35.csv,anthropic/claude-3.5-haiku,4,28,28,79.0,57.0,-22.0,1,1,True,73.0,65.0,-8.0,True,0.11594202898550725
results_openrouter_haiku35.csv,anthropic/claude-3.5-haiku,40,28,28,147.0,337.0,190.0,2,2,False,80.85714285714286,11.75,-69.10714285714286,False,1.492479753181643
results_openrouter_haiku35.csv,anthropic/claude-3.5-haiku,41,28,28,627.0,1012.0,385.0,1,1,True,742.1785714285714,931.0,188.82142857142856,True,0.22570385707272297
results_openrouter_haiku35.csv,anthropic/claude-3.5-haiku,42,28,28,292.0,319.0,27.0,3,3,False,292.0,228.10714285714286,-63.89285714285714,False,0.2456911350683238
results_openrouter_haiku35.csv,anthropic/claude-3.5-haiku,43,28,28,1692.48,1725.0,32.51999999999998,1,1,True,1704.1928571428573,1715.3764285714285,11.183571428571213,True,0.006540924013613117
results_openrouter_haiku35.csv,anthropic/claude-3.5-haiku,44,28,28,630.0,667.0,37.0,3,3,False,483.3539285714286,483.3825,0.028571428571410706,True,5.9109034742037066e-05
results_openrouter_haiku35.csv,anthropic/claude-3.5-haiku,45,28,28,28.0,18.0,-10.0,1,1,True,28.0,20.142857142857142,-7.857142857142858,True,0.3264094955489615
results_openrouter_haiku35.csv,anthropic/claude-3.5-haiku,46,28,28,234.03,227.2,-6.8300000000000125,1,1,True,226.64285714285714,227.68571428571428,1.0428571428571445,False,0.004590761877810276
results_openrouter_haiku35.csv,anthropic/claude-3.5-haiku,47,28,28,0.7569,0.7528,-0.0040999999999999925,1,1,True,0.7551,0.7551,0.0,False,0.0
results_openrouter_haiku35.csv,anthropic/claude-3.5-haiku,48,26,28,4457.0,7381.0,2924.0,1,1,True,6442.192307692308,7798.785714285715,1356.593406593407,True,0.1905196966809139
results_openrouter_haiku35.csv,anthropic/claude-3.5-haiku,49,28,28,12000.0,18000.0,6000.0,1,1,True,14250.0,18000.0,3750.0,True,0.23255813953488372
results_openrouter_haiku35.csv,anthropic/claude-3.5-haiku,5,28,28,12.0,8.0,-4.0,2,1,False,13.5,8.0,-5.5,True,0.5116279069767442
results_openrouter_haiku35.csv,anthropic/claude-3.5-haiku,50,28,28,25754.0,32253.0,6499.0,2,2,False,29418.0,29928.39285714286,510.3928571428587,True,0.017200467714068607
results_openrouter_haiku35.csv,anthropic/claude-3.5-haiku,51,28,28,1111.0,712.0,-399.0,1,1,True,1010.0,806.2142857142857,-203.78571428571433,True,0.22440712628308496
results_openrouter_haiku35.csv,anthropic/claude-3.5-haiku,52,28,28,510.0,472.0,-38.0,2,2,False,248.57,405.3392857142857,156.76928571428573,False,0.47948328350481123
results_openrouter_haiku35.csv,anthropic/claude-3.5-haiku,53,28,28,53.8,53.22,-0.5799999999999983,1,1,True,53.6125,53.43,-0.18249999999999744,True,0.003409860569399957
results_openrouter_haiku35.csv,anthropic/claude-3.5-haiku,54,28,28,112.3,271.3,159.0,3,3,False,124.78214285714286,271.3,146.51785714285717,True,0.7398357122891176
results_openrouter_haiku35.csv,anthropic/claude-3.5-haiku,55,28,28,510.0,628.0,118.0,2,2,False,694.6785714285714,445.0,-249.67857142857144,False,0.4381561217135157
results_openrouter_haiku35.csv,anthropic/claude-3.5-haiku,56,28,28,9.0,49.0,40.0,2,2,False,35.75,42.607142857142854,6.857142857142854,True,0.1750227894257064
results_openrouter_haiku35.csv,anthropic/claude-3.5-haiku,57,28,28,202.26,204.91,2.6500000000000057,1,1,True,203.55,203.55,0.0,False,0.0
results_openrouter_haiku35.csv,anthropic/claude-3.5-haiku,58,28,28,231.0,380.0,149.0,1,1,True,278.64285714285717,363.2857142857143,84.64285714285711,True,0.26371425392233216
results_openrouter_haiku35.csv,anthropic/claude-3.5-haiku,59,28,28,42.22,44.1,1.8800000000000026,1,1,True,43.74,43.74,0.0,False,0.0
results_openrouter_haiku35.csv,anthropic/claude-3.5-haiku,6,28,28,534700.0,384700.0,-150000.0,1,1,True,415057.14285714284,317735.71428571426,-97321.42857142858,True,0.2656178417210087
results_openrouter_haiku35.csv,anthropic/claude-3.5-haiku,60,28,28,16.0,26.0,10.0,1,1,True,22.0,22.0,0.0,False,0.0
results_openrouter_haiku35.csv,anthropic/claude-3.5-haiku,61,28,28,411.0,383.0,-28.0,2,2,False,393.42857142857144,396.0,2.571428571428555,False,0.006514657980455985
results_openrouter_haiku35.csv,anthropic/claude-3.5-haiku,62,28,28,34.0,6.0,-28.0,2,2,False,20.607142857142858,20.0,-0.6071428571428577,True,0.029903254177660533
results_openrouter_haiku35.csv,anthropic/claude-3.5-haiku,7,28,28,82.0,74.0,-8.0,1,1,True,82.0,76.0,-6.0,True,0.0759493670886076
results_openrouter_haiku35.csv,anthropic/claude-3.5-haiku,8,28,28,76.0,60.0,-16.0,1,1,True,75.85714285714286,64.0,-11.857142857142861,True,0.1695607763023494
results_openrouter_haiku35.csv,anthropic/claude-3.5-haiku,9,28,28,5006710.0,5807215.0,800505.0,1,1,True,5403120.0,6276324.607142857,873204.6071428573,True,0.1495284470305766
results_openrouter_gemini1.csv,google/gemini-2.5-flash-lite-preview-06-17,1,28,28,399.0,999.0,600.0,2,1,False,1007.5714285714286,1342.642857142857,335.07142857142856,True,0.2851411725374586
results_openrouter_gemini1.csv,google/gemini-2.5-flash-lite-preview-06-17,10,28,28,99.23,102.23,3.0,1,1,True,100.52785714285714,102.15642857142858,1.6285714285714334,True,0.01607003150571971
results_openrouter_gemini1.csv,google/gemini-2.5-flash-lite-preview-06-17,11,28,28,20.0,24.0,4.0,1,1,True,19.857142857142858,21.714285714285715,1.8571428571428577,True,0.08934707903780072
results_openrouter_gemini1.csv,google/gemini-2.5-flash-lite-preview-06-17,12,28,28,2228.0,3928.0,1700.0,1,1,True,3053.0,3890.3928571428573,837.3928571428573,True,0.2412056682869121
results_openrouter_gemini1.csv,google/gemini-2.5-flash-lite-preview-06-17,13,28,28,60.31,57.81,-2.5,1,1,True,60.07714285714286,58.42178571428571,-1.6553571428571487,True,0.027938769789962035
results_openrouter_gemini1.csv,google/gemini-2.5-flash-lite-preview-06-17,14,28,28,163.48,169.68,6.200000000000017,1,1,True,163.48,169.23714285714286,5.757142857142867,True,0.03460683034065836
results_openrouter_gemini1.csv,google/gemini-2.5-flash-lite-preview-06-17,15,28,28,62.6615,62.0985,-0.5629999999999953,1,1,True,62.64442857142857,62.09967857142857,-0.5447500000000005,True,0.008733879499031597
results_openrouter_gemini1.csv,google/gemini-2.5-flash-lite-preview-06-17,16,28,28,10.0,14.0,4.0,1,1,True,7.178571428571429,8.0,0.8214285714285712,True,0.10823529411764703
results_openrouter_gemini1.csv,google/gemini-2.5-flash-lite-preview-06-17,17,28,27,10.0,46.0,36.0,2,2,False,27.035714285714285,34.74074074074074,7.705026455026456,True,0.2494486435560885
results_openrouter_gemini1.csv,google/gemini-2.5-flash-lite-preview-06-17,18,28,28,11.0,20.0,9.0,1,1,True,13.535714285714286,15.678571428571429,2.1428571428571423,True,0.14669926650366744
results_openrouter_gemini1.csv,google/gemini-2.5-flash-lite-preview-06-17,19,28,28,4623075.0,5583663.0,960588.0,2,2,False,4928357.142857143,5164892.857142857,236535.71428571455,True,0.046870079367045216
results_openrouter_gemini1.csv,google/gemini-2.5-flash-lite-preview-06-17,2,28,28,188.23,186.14,-2.0900000000000034,1,1,True,187.90321428571428,180.7942857142857,-7.108928571428578,True,0.03856239096510596
results_openrouter_gemini1.csv,google/gemini-2.5-flash-lite-preview-06-17,20,27,28,50.0,68.0,18.0,1,1,True,60.0,53.392857142857146,-6.607142857142854,False,0.1165354330708661
results_openrouter_gemini1.csv,google/gemini-2.5-flash-lite-preview-06-17,21,28,28,152.0,101.0,-51.0,2,2,False,132.5,126.0,-6.5,True,0.05029013539651837
results_openrouter_gemini1.csv,google/gemini-2.5-flash-lite-preview-06-17,22,28,28,334.0,373.0,39.0,3,3,False,340.8285714285715,356.5785714285715,15.75,True,0.04516730337884203
results_openrouter_gemini1.csv,google/gemini-2.5-flash-lite-preview-06-17,23,28,28,30.0,20.0,-10.0,1,1,True,26.428571428571427,24.642857142857142,-1.7857142857142847,True,0.0699300699300699
results_openrouter_gemini1.csv,google/gemini-2.5-flash-lite-preview-06-17,24,28,28,7.19,7.33,0.13999999999999968,1,1,True,7.261428571428572,7.139642857142857,-0.12178571428571416,False,0.01691342410038934
results_openrouter_gemini1.csv,google/gemini-2.5-flash-lite-preview-06-17,25,28,28,3.0,45.0,42.0,2,2,False,45.357142857142854,42.92857142857143,-2.4285714285714235,False,0.05501618122977335
results_openrouter_gemini1.csv,google/gemini-2.5-flash-lite-preview-06-17,26,27,28,270.0,151.0,-119.0,2,2,False,4.0,3.9642857142857144,-0.03571428571428559,True,0.00896860986547082
results_openrouter_gemini1.csv,google/gemini-2.5-flash-lite-preview-06-17,27,28,28,28.0,21.0,-7.0,2,2,False,24.678571428571427,236.71428571428572,212.0357142857143,False,1.6223527804344855
results_openrouter_gemini1.csv,google/gemini-2.5-flash-lite-preview-06-17,28,28,28,1.3101,1.3271,0.016999999999999904,1,1,True,1.3215,1.3215,0.0,False,0.0
results_openrouter_gemini1.csv,google/gemini-2.5-flash-lite-preview-06-17,29,27,28,20929.0,29287.0,8358.0,2,2,False,24844.0,24844.0,0.0,False,0.0
results_openrouter_gemini1.csv,google/gemini-2.5-flash-lite-preview-06-17,3,28,28,139.0,123.0,-16.0,2,2,False,120.0,120.0,0.0,False,0.0
results_openrouter_gemini1.csv,google/gemini-2.5-flash-lite-preview-06-17,30,28,28,81.0,56.0,-25.0,1,1,True,71.0,60.785714285714285,-10.214285714285715,True,0.1550135501355014
results_openrouter_gemini1.csv,google/gemini-2.5-flash-lite-preview-06-17,31,28,28,326.0,343.55,17.55000000000001,1,1,True,332.4217857142857,339.2060714285714,6.784285714285716,True,0.020202514360099507
results_openrouter_gemini1.csv,google/gemini-2.5-flash-lite-preview-06-17,32,28,28,42991006.0,10973333.0,-32017673.0,3,3,False,30407642.0,30407642.0,0.0,False,0.0
results_openrouter_gemini1.csv,google/gemini-2.5-flash-lite-preview-06-17,33,28,28,21.79,24.52,2.7300000000000004,1,1,True,22.0,25.0,3.0,True,0.1276595744680851
results_openrouter_gemini1.csv,google/gemini-2.5-flash-lite-preview-06-17,34,28,27,43.0,11.0,-32.0,2,2,False,39.67857142857143,32.629629629629626,-7.048941798941804,True,0.19496935882191543
results_openrouter_gemini1.csv,google/gemini-2.5-flash-lite-preview-06-17,35,28,28,4.0,73.0,69.0,2,2,False,1016.9285714285714,197.17857142857142,-819.75,False,1.3503750551551699
results_openrouter_gemini1.csv,google/gemini-2.5-flash-lite-preview-06-17,36,28,27,107.0,0.0,-107.0,2,2,False,79.14285714285714,280.4074074074074,201.26455026455025,False,1.119534986388051
results_openrouter_gemini1.csv,google/gemini-2.5-flash-lite-preview-06-17,37,28,28,32.0,7.0,-25.0,2,2,False,31.321428571428573,9.535714285714286,-21.785714285714285,True,1.0664335664335662
